gene_id	gene_name	length	Calu3_polyA_series1-S2-24h-A	Calu3_polyA_series1-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000280003.1	AC097637.2	1997	1	0	0.112356916	0	0.056178458
ENSG00000280004.1	AC005086.3	219	0	0	0	0	0
ENSG00000280007.1	AC008079.1	20396	13	9	0.143013233	0.071494139	0.107253686
ENSG00000280009.1	AC020923.1	917	0	0	0	0	0
ENSG00000280010.1	AP001350.2	1094	2	5	0.410195178	0.740500939	0.575348059
ENSG00000280011.1	AL031595.2	19071	0	0	0	0	0
ENSG00000280012.2	RPL23AP61	466	1	0	0.481495198	0	0.240747599
ENSG00000280017.1	AC112200.2	1739	0	0	0	0	0
ENSG00000280018.3	CU634019.6	1788	0	0	0	0	0
ENSG00000280022.1	AC126544.1	749	0	1	0	0.21631723	0.108158615
ENSG00000280023.1	AD000813.1	832	0	0	0	0	0
ENSG00000280025.1	AL008638.6	4254	0	0	0	0	0
ENSG00000280027.1	AC007342.9	1385	3	0	0.486014647	0	0.243007324
ENSG00000280028.1	AC007431.3	587	0	0	0	0	0
ENSG00000280029.3	AC244517.11	1528	4	4	0.587373723	0.424140329	0.505757026
ENSG00000280032.1	AP002800.1	2225	1	2	0.100843489	0.145637398	0.123240443
ENSG00000280033.1	AC116407.4	1061	2	1	0.422953369	0.152706509	0.287829939
ENSG00000280035.1	AC011676.5	2660	2	3	0.168704332	0.182731134	0.175717733
ENSG00000280036.1	AC020661.4	1854	0	0	0	0	0
ENSG00000280037.1	AC092653.2	513	0	1	0	0.31583159	0.157915795
ENSG00000280039.1	RN7SKP23	4301	0	0	0	0	0
ENSG00000280040.1	AC095031.1	672	0	0	0	0	0
ENSG00000280042.1	AC022336.3	1986	0	0	0	0	0
ENSG00000280043.1	AC118282.4	1712	0	0	0	0	0
ENSG00000280046.1	AC104581.4	7141	21.5	33.5	0.675549697	0.76007895	0.717814324
ENSG00000280047.1	AC091825.1	2621	6	6	0.513643866	0.37090028	0.442272073
ENSG00000280048.1	AC012409.5	3424	0	1	0	0.047319394	0.023659697
ENSG00000280053.1	AC011199.1	3362	1	0	0.066739073	0	0.033369536
ENSG00000280054.1	AC004241.5	2448	0	1	0	0.066185296	0.033092648
ENSG00000280055.1	TMEM75	2165	0	0	0	0	0
ENSG00000280057.1	AL022069.2	1785	2	0	0.251402535	0	0.125701267
ENSG00000280058.1	AL117378.2	1337	0	0	0	0	0
ENSG00000280060.1	AL512506.2	458	0	0	0	0	0
ENSG00000280061.1	AC011504.1	4103	0	0	0	0	0
ENSG00000280062.1	AL031719.1	2587	0	0	0	0	0
ENSG00000280063.1	AC012676.5	1955	5	17	0.573853612	1.408883526	0.991368569
ENSG00000280064.1	AC130304.1	2385	3	5	0.282234921	0.339667936	0.310951429
ENSG00000280067.1	AC023818.1	2304	1	3	0.097385747	0.210965632	0.15417569
ENSG00000280068.1	AC138965.3	498	0	0	0	0	0
ENSG00000280069.1	AC127024.8	2094	2	4	0.214304453	0.309496859	0.261900656
ENSG00000280070.1	AL049833.3	3738	0	0	0	0	0
ENSG00000280071.3	GATD3B	3106	0.5	3.5	0.036119891	0.18257425	0.10934707
ENSG00000280073.1	AL157996.1	2299	0	0	0	0	0
ENSG00000280076.1	AC112693.3	1983	0	0	0	0	0
ENSG00000280077.1	AL353763.2	1903	6.5	5	0.766394616	0.425700487	0.596047552
ENSG00000280078.1	AC016526.3	3931	0	0	0	0	0
ENSG00000280079.1	AC011447.7	1590	2	1	0.282234921	0.101900381	0.192067651
ENSG00000280080.2	TBC1D22A-AS1	1951	0	0	0	0	0
ENSG00000280083.1	AC079777.1	1953	0	3	0	0.248881114	0.124440557
ENSG00000280087.1	AC011481.4	5594	1	0.5	0.040110254	0.014481731	0.027295993
ENSG00000280088.1	AC126474.2	1750	4	11	0.512861171	1.01842152	0.765641346
ENSG00000280089.1	AP000590.1	464	0	0	0	0	0
ENSG00000280092.1	AC002044.3	541	1	0	0.414744477	0	0.207372239
ENSG00000280093.1	AP002791.1	381	0	0	0	0	0
ENSG00000280096.1	AC015967.2	234	0	0	0	0	0
ENSG00000280097.1	AC073592.8	511	0	0	0	0	0
ENSG00000280099.1	AL603750.1	1717	7	7	0.914756747	0.660542364	0.787649556
ENSG00000280103.1	AC007792.1	402	0	0	0	0	0
ENSG00000280105.1	AC009487.4	3585	0	2	0	0.090388622	0.045194311
ENSG00000280106.1	AC008555.7	2168	7	4	0.724463716	0.298932852	0.511698284
ENSG00000280107.1	AL022393.1	1677	1	0	0.133796519	0	0.066898259
ENSG00000280109.3	PLAC4	10570	0	1	0	0.01532844	0.00766422
ENSG00000280110.1	AC087893.2	255	0	0	0	0	0
ENSG00000280113.2	AL357140.3	1983	0	0	0	0	0
ENSG00000280114.1	AL021920.2	1351	0	0	0	0	0
ENSG00000280115.1	AC136603.1	767	0	0	0	0	0
ENSG00000280116.2	AC231657.2	255	1	1	0.879908871	0.635378845	0.757643858
ENSG00000280117.1	AC122688.4	4394	0	0	0	0	0
ENSG00000280118.2	AC090983.1	3899	0	0	0	0	0
ENSG00000280119.1	AC093642.2	4805	0	0	0	0	0
ENSG00000280120.1	AC073857.1	1054	11	9	2.341692964	1.383486195	1.86258958
ENSG00000280121.1	AC010335.3	531	1	0	0.422555108	0	0.211277554
ENSG00000280122.1	AC016168.3	3246	0	0	0	0	0
ENSG00000280126.2	AC069542.2	216	0	0	0	0	0
ENSG00000280128.1	AL662795.2	3706	23	36	1.392516333	1.573874204	1.483195268
ENSG00000280129.1	AL132780.5	1625	4.5	5	0.621351034	0.498528017	0.559939525
ENSG00000280132.1	AC026471.6	1905	4	2	0.471132309	0.170101423	0.320616866
ENSG00000280134.1	AL731532.2	1953	0	1	0	0.082960371	0.041480186
ENSG00000280136.2	AC240565.1	1373	0	0	0	0	0
ENSG00000280137.1	AC116348.4	348	0	0	0	0	0
ENSG00000280138.1	AC027290.2	18662	98	118	1.17827257	1.024464122	1.101368346
ENSG00000280140.1	AC098679.4	571	0	0	0	0	0
ENSG00000280143.1	AP000892.3	5326	0	2	0	0.060841759	0.03042088
ENSG00000280145.3	CU638689.4	7492	0	0	0	0	0
ENSG00000280147.1	AC084026.3	1426	0	0	0	0	0
ENSG00000280148.1	AL049844.3	1496	36	45	5.399440801	4.873644551	5.136542676
ENSG00000280149.1	AC004877.2	599	0	2	0	0.540973641	0.270486821
ENSG00000280152.1	AC009078.3	4084	9.5	11.5	0.521934192	0.456231259	0.489082726
ENSG00000280153.1	AC133065.3	2378	3	3.5	0.283065722	0.23846746	0.260766591
ENSG00000280157.1	AL359510.2	2249	3	1	0.299302039	0.072041621	0.18567183
ENSG00000280159.1	AC016583.1	2431	0	0	0	0	0
ENSG00000280160.1	AC135050.7	2218	0	0	0	0	0
ENSG00000280161.1	AC022413.1	984	1	7	0.228025165	1.152592722	0.690308944
ENSG00000280162.1	AL136531.3	3658	3	1	0.184015934	0.044292402	0.114154168
ENSG00000280163.1	AC040160.2	1675	0	0	0	0	0
ENSG00000280164.1	CU638689.5	1032	0	0	0	0	0
ENSG00000280165.1	PCDH20	4778	0	0	0	0	0
ENSG00000280166.1	AC016542.3	619	0	0	0	0	0
ENSG00000280167.1	AP000943.4	357	1	1	0.628506337	0.453842032	0.541174184
ENSG00000280168.1	AC005274.1	802	0	0	0	0	0
ENSG00000280169.1	AL136526.1	2203	0	0	0	0	0
ENSG00000280171.1	AC010329.5	2174	0	0	0	0	0
ENSG00000280173.1	AC104447.1	2124	14	15	1.478942877	1.144220378	1.311581627
ENSG00000280176.1	AC012486.1	216	0	0	0	0	0
ENSG00000280177.1	AC004408.2	2777	0	1	0	0.058344114	0.029172057
ENSG00000280180.1	AC023824.6	5731	0	0	0	0	0
ENSG00000280181.1	AC025262.2	1056	0	1	0	0.153429551	0.076714775
ENSG00000280182.1	AC131888.1	2168	0	1	0	0.074733213	0.037366606
ENSG00000280183.1	AC067852.4	535	0	0	0	0	0
ENSG00000280184.2	AL023806.3	2704	4	0	0.331918287	0	0.165959144
ENSG00000280186.1	AL359258.3	2331	0	2	0	0.139014677	0.069507338
ENSG00000280187.1	AC022107.1	3094	17	31	1.232839353	1.623358039	1.428098696
ENSG00000280189.1	AC007614.2	2620	1	0	0.085639986	0	0.042819993
ENSG00000280190.1	AC027279.4	2072	0	1	0	0.078195756	0.039097878
ENSG00000280193.1	AC132219.2	2327	0	0	0	0	0
ENSG00000280194.1	AD000864.2	2295	0	1	0	0.070597649	0.035298825
ENSG00000280195.1	AC245140.2	1939	3	5	0.34715332	0.417796817	0.382475068
ENSG00000280198.1	AC087163.3	700	3	3	0.961614695	0.694378309	0.827996502
ENSG00000280199.1	Z82202.1	1880	0	0	0	0	0
ENSG00000280200.1	AC073862.5	2027	0	0	0	0	0
ENSG00000280202.1	AC005831.1	1697	2	1	0.264439319	0.095475313	0.179957316
ENSG00000280205.1	AC009716.2	3765	2	0	0.119190843	0	0.059595422
ENSG00000280206.1	AC026401.3	882	17	25	4.324722174	4.592449136	4.458585655
ENSG00000280207.1	AC106795.5	454	0	0	0	0	0
ENSG00000280208.1	GGT4P	1708	1	2	0.131368128	0.18972085	0.160544489
ENSG00000280211.1	AC106886.4	2502	1	0	0.089678962	0	0.044839481
ENSG00000280212.1	AC012254.5	478	0	0	0	0	0
ENSG00000280213.1	UCKL1-AS1	3602	2	2	0.124584543	0.089962024	0.107273284
ENSG00000280214.1	AC027682.7	2121	1	3	0.105788195	0.229167759	0.167477977
ENSG00000280215.1	AC021613.1	111	0	0	0	0	0
ENSG00000280216.1	AL022326.2	406	0	0	0	0	0
ENSG00000280217.1	AC126564.1	2013	0	0	0	0	0
ENSG00000280219.1	AC093908.1	8092	2	4	0.055456441	0.08008977	0.067773106
ENSG00000280223.1	AL645820.1	1673	0	0	0	0	0
ENSG00000280225.1	AC237221.2	2537	0	0	0	0	0
ENSG00000280227.1	AC079416.3	549	4.5	5	1.839153788	1.475606608	1.657380198
ENSG00000280228.1	AC079753.1	3868	0	0	0	0	0
ENSG00000280231.1	AL031719.2	476	1	1	0.471379752	0.340381524	0.405880638
ENSG00000280232.1	AL589666.2	618	0	0	0	0	0
ENSG00000280233.1	AC015813.7	581	0	0	0	0	0
ENSG00000280234.1	AC124303.1	1449	0	0	0	0	0
ENSG00000280236.3	OR12D2	1639	0	0	0	0	0
ENSG00000280237.3	MIR4697HG	5164	23	21.5	0.999354285	0.674567103	0.836960694
ENSG00000280238.1	AC022400.10	273	1.5	5	1.232839353	2.967428673	2.100134013
ENSG00000280239.1	AC011498.7	2027	3	20	0.332082036	1.59863449	0.965358263
ENSG00000280242.1	AL450226.2	439	0	0	0	0	0
ENSG00000280245.1	AC079336.7	1078	0.5	0	0.104070854	0	0.052035427
ENSG00000280247.1	AC005578.1	1020	0	0	0	0	0
ENSG00000280248.1	AC124319.5	2161	62.5	68.5	6.489378823	5.135807487	5.812593155
ENSG00000280249.1	AL691477.1	162	0	0	0	0	0
ENSG00000280254.1	AC233723.2	2106	1	0	0.106541672	0	0.053270836
ENSG00000280255.1	AC004947.2	2671	0	0	0	0	0
ENSG00000280259.1	AL512662.1	2251	0	0	0	0	0
ENSG00000280265.1	AC130456.7	1256	0	0	0	0	0
ENSG00000280266.1	AC006372.4	1543	0	0	0	0	0
ENSG00000280268.1	AC025125.1	1922	0	0	0	0	0
ENSG00000280269.1	AP000577.1	878	3	4	0.766663197	0.738139433	0.752401315
ENSG00000280270.1	AC068299.1	1749	25	23	3.207215011	2.130644327	2.668929669
ENSG00000280273.2	AF131216.4	1588	1	1	0.14129519	0.102028719	0.121661955
ENSG00000280274.1	AC009145.4	1294	0	0	0	0	0
ENSG00000280275.1	Z82209.2	2012	0	0	0	0	0
ENSG00000280276.1	AC009229.4	1947	0	1	0	0.083216027	0.041608014
ENSG00000280277.1	AL079342.3	2061	0	0	0	0	0
ENSG00000280278.1	AC009108.5	1980	0	0	0	0	0
ENSG00000280279.1	AC240565.2	2096	0	0	0	0	0
ENSG00000280280.1	AC006435.5	112	0	0	0	0	0
ENSG00000280281.1	AL049781.1	3585	0	0	0	0	0
ENSG00000280285.1	AC108215.1	3226	0	0	0	0	0
ENSG00000280286.1	FRG1KP	341	1	0	0.65799637	0	0.328998185
ENSG00000280287.1	AC131212.3	4219	17	35	0.904101673	1.344099596	1.124100634
ENSG00000280288.1	AC131935.2	1371	0	0	0	0	0
ENSG00000280291.1	AC016251.2	3089	0	0	0	0	0
ENSG00000280294.1	AC011008.2	3352	0	0	0	0	0
ENSG00000280295.1	AC099811.6	1638	0	0	0	0	0
ENSG00000280296.1	AL137058.3	3099	0	0	0	0	0
ENSG00000280299.1	AC037487.4	625	0	0	0	0	0
ENSG00000280300.1	AC117503.4	549	0	0	0	0	0
ENSG00000280302.1	AP005264.7	3313	0	0	0	0	0
ENSG00000280303.2	ERICD	2003	10	12	1.120203506	0.970673623	1.045438564
ENSG00000280305.1	AC018765.1	3446	0	0	0	0	0
ENSG00000280306.1	AC137056.2	1958	0	0	0	0	0
ENSG00000280307.1	AP000676.4	623	0	0	0	0	0
ENSG00000280309.1	AC023300.3	5025	0	0	0	0	0
ENSG00000280310.1	AC092437.1	1048	0	0	0	0	0
ENSG00000280311.1	AC131212.4	975	0	0	0	0	0
ENSG00000280320.1	AC025262.3	360	1	0	0.623268784	0	0.311634392
ENSG00000280321.1	AC129502.1	1654	0	0	0	0	0
ENSG00000280322.1	AL035425.4	1063	0	0	0	0	0
ENSG00000280323.1	AC053503.6	1843	0	0	0	0	0
ENSG00000280325.1	AC074183.2	922	0.5	1	0.121679372	0.175728422	0.148703897
ENSG00000280326.1	AC067931.2	1518	0	0	0	0	0
ENSG00000280327.1	Z97633.1	1656	1	3	0.135493214	0.293517401	0.214505308
ENSG00000280331.1	AC061999.1	177	0	2	0	1.830752605	0.915376302
ENSG00000280332.1	AC020917.4	1999	1	0	0.112244503	0	0.056122252
ENSG00000280334.1	AC009084.2	2810	0	0	0	0	0
ENSG00000280336.1	AC244517.12	663	0	0	0	0	0
ENSG00000280339.1	AP001528.3	3249	4	7	0.276241012	0.34907702	0.312659016
ENSG00000280340.1	AC080080.2	590	0	0	0	0	0
ENSG00000280341.1	AP000542.3	6114	1	0	0.036698849	0	0.018349424
ENSG00000280344.1	AC009166.2	2833	0	0	0	0	0
ENSG00000280345.1	AC092184.1	715	0	0	0	0	0
ENSG00000280347.1	AC000123.3	4975	10	21	0.451008567	0.683910295	0.567459431
ENSG00000280350.1	LINC01726	1253	0	0	0	0	0
ENSG00000280351.2	AC127496.7	1798	2	1	0.24958483	0.090112128	0.169848479
ENSG00000280353.1	AC011466.4	1614	2	3	0.278038119	0.301155401	0.28959676
ENSG00000280354.1	AC073592.9	371	0	0	0	0	0
ENSG00000280355.1	AL132656.4	2122	17	35	1.797551818	2.672363899	2.234957858
ENSG00000280356.1	AL021877.2	10684	0	0	0	0	0
ENSG00000280360.1	AC092159.4	550	0	0	0	0	0
ENSG00000280362.1	AC084759.3	3944	0	0	0	0	0
ENSG00000280365.1	AC021766.1	741	0	0	0	0	0
ENSG00000280367.1	AP002364.1	3386	2	8	0.132532051	0.382803557	0.257667804
ENSG00000280368.1	AC034229.5	185	0	0	0	0	0
ENSG00000280369.1	AC012640.5	319	0	0	0	0	0
ENSG00000280371.1	AL136967.2	743	0	0	0	0	0
ENSG00000280372.1	CR382285.2	1495	0	0	0	0	0
ENSG00000280374.1	AC019080.5	757	0	1	0	0.214031183	0.107015591
ENSG00000280375.1	AL359740.1	592	0	0	0	0	0
ENSG00000280376.1	AC012186.3	485	0	0	0	0	0
ENSG00000280377.1	AC027176.3	586	0	0	0	0	0
ENSG00000280378.1	AL353898.3	1755	1	1	0.127850007	0.092320003	0.110085005
ENSG00000280379.1	AP003072.5	773	0	0	0	0	0
ENSG00000280381.1	AC026362.2	5566	0	1	0	0.029109164	0.014554582
ENSG00000280382.1	AC096920.1	339	0	0	0	0	0
ENSG00000280383.1	Z95331.1	23112	32.5	52	0.315517687	0.364534592	0.340026139
ENSG00000280384.1	FP325332.1	2045	0	1	0	0.079228169	0.039614084
ENSG00000280385.1	AP000648.3	4507	0	1	0	0.035948881	0.01797444
ENSG00000280387.1	AL109806.1	1248	1	1	0.179789072	0.129825004	0.154807038
ENSG00000280388.1	AC006330.1	1987	3	4	0.33876713	0.326163272	0.332465201
ENSG00000280390.1	AC010872.1	675	0	0	0	0	0
ENSG00000280392.1	AC007496.3	3443	1	2	0.06516897	0.094116529	0.07964275
ENSG00000280394.1	AC011471.3	402	0	0	0	0	0
ENSG00000280395.1	AL034546.1	3693	0	0	0	0	0
ENSG00000280396.1	AC114546.4	369	0	0	0	0	0
ENSG00000280397.1	AC011592.1	3634	0	0	0	0	0
ENSG00000280399.1	AC022497.1	3691	1	1	0.060790236	0.043896398	0.052343317
ENSG00000280400.1	AC127459.3	466	0	0	0	0	0
ENSG00000280401.1	AC022532.1	1728	0	1	0	0.093762503	0.046881252
ENSG00000280402.1	AC093525.10	1569	0	0	0	0	0
ENSG00000280404.1	AC005086.4	213	0	0	0	0	0
ENSG00000280406.1	AC104985.3	597	0	2	0	0.542785948	0.271392974
ENSG00000280407.2	AC132872.4	2778	0	0	0	0	0
ENSG00000280408.1	AC032044.2	186	0	0	0	0	0
ENSG00000280409.1	LINC01101	1884	0	0	0	0	0
ENSG00000280412.1	AC004790.2	572	0	0	0	0	0
ENSG00000280414.1	AC018470.1	3129	0	0	0	0	0
ENSG00000280416.1	AC009084.3	437	0	0	0	0	0
ENSG00000280417.1	AC096887.2	1957	3	5	0.34396029	0.413954025	0.378957157
ENSG00000280418.1	AC007326.2	7579	0	1	0	0.021377702	0.010688851
ENSG00000280419.1	AC010531.8	685	0	0	0	0	0
ENSG00000280420.1	AC005355.2	484	0	0	0	0	0
ENSG00000280422.1	AC115284.2	2054	0	1	0	0.078881015	0.039440508
ENSG00000280423.1	AL359852.1	2197	0	0	0	0	0
ENSG00000280424.1	BX537318.2	4162	1	0	0.053910803	0	0.026955402
ENSG00000280425.2	AL357673.2	4969	0	2	0	0.065212963	0.032606481
ENSG00000280426.1	AC084876.2	1709	4	5	0.525165037	0.474024592	0.499594815
ENSG00000280429.1	AF001548.3	1743	0	0	0	0	0
ENSG00000280431.1	AL160394.1	724	0	0	0	0	0
ENSG00000280432.1	AP000962.2	1101	0	0	0	0	0
ENSG00000280433.1	FP565260.6	5411	3	1	0.124400349	0.029943006	0.077171677
ENSG00000280434.1	AL031595.3	14262	1.5	9	0.023598734	0.102243335	0.062921035
ENSG00000280435.1	AC006058.4	1670	0	0	0	0	0
ENSG00000280439.1	AC004836.1	634	0	0	0	0	0
ENSG00000280440.1	AC002064.3	346	0	0	0	0	0
ENSG00000280441.3	FP236383.1	4395	1	0	0.051052733	0	0.025526367
ENSG00000280453.1	AP006248.5	421	0	0	0	0	0
ENSG00000280454.1	AC007347.2	180	0	0	0	0	0
ENSG00000280455.1	AL359745.1	760	0	0	0	0	0
ENSG00000280466.1	SCARNA4	128	0	0.5	0	0.632896897	0.316448448
ENSG00000280474.1	AL356481.2	528	0	0	0	0	0
ENSG00000280485.1	AL358154.1	444	0	0	0	0	0
ENSG00000280486.1	AC005329.3	1366	0	0	0	0	0
ENSG00000280496.1	SNORA17B	136	0	1	0	1.191335335	0.595667667
ENSG00000280498.1	SNORA16A	135	3.33	2.33	5.534626801	2.796372895	4.165499848
ENSG00000280502.1	RF00017	297	0	0	0	0	0
ENSG00000280537.2	AC068946.1	4650	32.5	38.5	1.568224682	1.341469207	1.454846945
ENSG00000280543.1	ASAP1-IT2	2031	2	2	0.220952006	0.159548602	0.190250304
ENSG00000280554.1	RF01159	71	0.33	1.67	1.042877909	3.810930722	2.426904315
ENSG00000280560.1	LINC01374	415	0	0	0	0	0
ENSG00000280561.1	AL158835.3	565	0	0	0	0	0
ENSG00000280571.2	AC006059.2	5715	31.67	43.58	1.243396686	1.235503337	1.239450011
ENSG00000280587.1	LINC01348	3262	3	5	0.206355085	0.248347035	0.22735106
ENSG00000280594.1	BTG3-AS1	2578	2	6	0.174070413	0.377086747	0.27557858
ENSG00000280604.1	AJ239328.1	4807	0	0	0	0	0
ENSG00000280607.1	AC009133.5	473	44.5	49.5	21.10944169	16.95574942	19.03259555
ENSG00000280620.1	SCAANT1	255	2	0	1.759817743	0	0.879908871
ENSG00000280623.1	PCAT14	4911	1	1	0.04568861	0.032991571	0.03934009
ENSG00000280634.1	THRIL	1977	0	1	0	0.081953265	0.040976633
ENSG00000280636.1	RF00416	138	0	0	0	0	0
ENSG00000280639.1	LINC02204	3206	0	0	0	0	0
ENSG00000280646.2	RNA5SP196	102	0	0	0	0	0
ENSG00000280649.2	AC245100.8	1058	4	6	0.848305339	0.918837082	0.883571211
ENSG00000280650.1	KCNIP4-IT1	9848	0	0	0	0	0
ENSG00000280660.1	AL157396.1	8444	0	0	0	0	0
ENSG00000280670.3	CCDC163	2757	7	13	0.569690727	0.763975652	0.66683319
ENSG00000280693.2	SH3PXD2A-AS1	2217	1	0	0.10120738	0	0.05060369
ENSG00000280707.2	AL353747.4	985	0	0	0	0	0
ENSG00000280710.3	AL139035.1	565	0	0	0	0	0
ENSG00000280719.1	PCAT5	3550	0	0	0	0	0
ENSG00000280721.1	LINC01943	1475	0	0	0	0	0
ENSG00000280734.2	LINC01232	6199	29	40	1.049673512	1.045469305	1.047571409
ENSG00000280739.2	EIF1B-AS1	5433	8	3	0.330390962	0.089465271	0.209928117
ENSG00000280744.1	LINC01173	331	0	0	0	0	0
ENSG00000280758.1	AL356481.3	575	0	0	0	0	0
ENSG00000280767.3	AL732314.4	515	0	0	0	0	0
ENSG00000280776.1	LINC01202	907	0	0	0	0	0
ENSG00000280778.1	AC243547.3	1095	10.5	6	2.151557994	0.887789619	1.519673806
ENSG00000280780.2	JAKMIP2-AS1	2106	0	0	0	0	0
ENSG00000280789.2	PAGR1	3874	94.33	131.17	5.463464114	5.485899328	5.474681721
ENSG00000280798.1	LINC00294	3306	32	23	2.171825889	1.127192053	1.649508971
ENSG00000280809.3	LINC00836	3523	1	3	0.063689118	0.137969008	0.100829063
ENSG00000280828.1	AC090114.3	829	9.5	15.5	2.57126567	3.029354506	2.800310088
ENSG00000280832.1	GSEC	3723	9	12	0.542409578	0.522229188	0.532319383
ENSG00000280836.1	AL355480.1	99	0	0	0	0	0
ENSG00000280852.2	AC025048.6	1161	3	7	0.579784915	0.976874452	0.778329684
ENSG00000280870.2	AC233296.1	1826	0	0	0	0	0
ENSG00000280890.1	ELDR	2941	0	0	0	0	0
ENSG00000280893.1	AC009133.6	2252	69.5	88	6.924593682	6.331217268	6.627905475
ENSG00000280904.1	RF01183	80	0	0	0	0	0
ENSG00000280913.2	CTSLP3	1476	0	1	0	0.109770735	0.054885368
ENSG00000280916.2	FOXCUT	2335	0	1	0	0.069388268	0.034694134
ENSG00000280920.1	AC092848.1	1198	0	0	0	0	0
ENSG00000280924.1	LINC00628	1289	0	4	0	0.502782329	0.251391165
ENSG00000280927.1	CTBP1-AS	3886	1	0	0.057739774	0	0.028869887
ENSG00000280936.1	AL353658.2	519	0	0	0	0	0
ENSG00000280953.2	LINC01163	3190	0	0	0	0	0
ENSG00000280968.1	AC002059.2	110	3	0.5	6.119366241	0.736461843	3.427914042
ENSG00000280987.4	MATR3	6355	1195.5	1612	42.2096647	41.09816335	41.65391403
ENSG00000280989.2	LINC00581	1232	0	0	0	0	0
ENSG00000280997.1	CCAT2	1752	0	0	0	0	0
ENSG00000281005.1	LINC00921	2468	2	6	0.181828819	0.393893693	0.287861256
ENSG00000281008.1	AC004808.2	773	0	0	0	0	0
ENSG00000281010.1	RF00345	80	1.33	4.17	3.730263671	8.445376188	6.08781993
ENSG00000281016.1	AC092574.2	753	0	0	0	0	0
ENSG00000281021.1	AL078581.3	744	0	0	0	0	0
ENSG00000281026.1	N4BP2L2-IT2	4890	4	10	0.183539274	0.331332527	0.2574359
ENSG00000281028.1	AC104662.2	1388	70	94.5	11.31583095	11.03100989	11.17342042
ENSG00000281039.1	AC005154.5	687	63.33	86.33	20.68381419	20.36000758	20.52191088
ENSG00000281087.1	AC135068.6	622	0	0	0	0	0
ENSG00000281091.2	AL606763.1	462	4	1	1.94265595	0.350696116	1.146676033
ENSG00000281097.1	AP003500.1	982	0	0	0	0	0
ENSG00000281100.1	AC105749.1	2008	4	3	0.446965662	0.242064152	0.344514907
ENSG00000281103.1	TRG-AS1	4130	0	1	0	0.039230413	0.019615206
ENSG00000281106.4	TMEM272	4153	0	0	0	0	0
ENSG00000281128.1	PTENP1-AS	873	1	0	0.257018055	0	0.128509028
ENSG00000281131.1	SCHLAP1	1436	0	0	0	0	0
ENSG00000281133.1	AL355480.3	96	0	0	0	0	0
ENSG00000281156.1	MIR3651	90	0	0	0	0	0
ENSG00000281159.1	RF00426	122	0	0	0	0	0
ENSG00000281162.2	LINC01127	3841	1	1	0.058416236	0.042182142	0.050299189
ENSG00000281183.1	NPTN-IT1	2283	19	22	1.867349313	1.561312011	1.714330662
ENSG00000281186.1	LINC00706	699	0	0	0	0	0
ENSG00000281189.1	GHET1	1906	5	11	0.588606407	0.935066978	0.761836692
ENSG00000281195.1	AC007878.1	1615	3.5	9.5	0.486265429	0.953068268	0.719666848
ENSG00000281196.1	LINC00934	2381	0	0	0	0	0
ENSG00000281202.2	LINC01097	2226	0	0	0	0	0
ENSG00000281207.1	SLFNL1-AS1	4800	11	12	0.514196747	0.405054014	0.45962538
ENSG00000281219.2	LINC00254	713	0	0	0	0	0
ENSG00000281228.1	AL132640.3	177	0	0	0	0	0
ENSG00000281248.1	LINC02536	625	0	0	0	0	0
ENSG00000281295.1	RF00407	137	0	0	0	0	0
ENSG00000281311.1	RF00407	135	0.67	0	1.11357356	0	0.55678678
ENSG00000281327.1	LINC01338	632	0	0	0	0	0
ENSG00000281332.1	LINC00997	2646	13	15	1.102380162	0.918489827	1.010434995
ENSG00000281333.1	AC024941.2	493	1	2	0.455125278	0.657288461	0.556206869
ENSG00000281344.1	HELLPAR	205012	24	31	0.026266961	0.024499394	0.025383178
ENSG00000281347.2	NF1P9	2500	0	0	0	0	0
ENSG00000281348.1	AC120114.4	556	35.33	52.17	14.25760973	15.20263878	14.73012425
ENSG00000281357.2	ARRDC3-AS1	2832	6	5	0.475374496	0.286055095	0.380714795
ENSG00000281358.1	RASSF1-AS1	790	0	0	0	0	0
ENSG00000281371.1	INE2	1874	0	0	0	0	0
ENSG00000281376.1	ABALON	1903	0	1	0	0.085140097	0.042570049
ENSG00000281379.2	SEPT14P19	634	0	0	0	0	0
ENSG00000281383.1	FP671120.5	923	0	0	0	0	0
ENSG00000281392.1	AC107204.1	5011	1	1	0.044776843	0.032333188	0.038555016
ENSG00000281394.1	SCARNA4	129	0	0.5	0	0.627990719	0.31399536
ENSG00000281398.4	SNHG4	4469	180	188.5	9.037327633	6.833983585	7.935655609
ENSG00000281404.1	LINC01176	818	5	3.5	1.371496101	0.693246478	1.03237129
ENSG00000281406.2	BLACAT1	6731	43	71	1.433397827	1.709037883	1.571217855
ENSG00000281420.1	AP001052.1	99	0	0	0	0	0
ENSG00000281450.1	PANDAR	1506	0	0	0	0	0
ENSG00000281453.1	TGFB2-OT1	1371	8	9.5	1.309273594	1.122688003	1.215980799
ENSG00000281468.1	AC006504.8	635	1	3	0.353349232	0.765456404	0.559402818
ENSG00000281469.1	AC019226.1	515	0	4	0	1.258420237	0.629210119
ENSG00000281473.1	PISRT1	531	0	0	0	0	0
ENSG00000281490.1	CICP14	2732	0	0	0	0	0
ENSG00000281491.1	DNAJB5-DT	749	1	3	0.299568441	0.648951691	0.474260066
ENSG00000281501.1	SEPSECS-AS1	4356	2	1	0.103019634	0.037195043	0.070107338
